"マーケット","注文方法","取引種別","価格","数量","取引手数料","ボーナス円","日時","コメント"
"xem_jpy","指値","bid","3.57","735.2","0",,"2025-02-02 11:08:52.874424",
"xem_jpy","指値","bid","3.57","15818","0",,"2025-02-02 11:10:14.112190",
"xem_jpy","指値","bid","3.57","5000","0",,"2025-02-02 11:10:17.081562",
"xem_jpy","指値","bid","3.57","5000","0",,"2025-02-02 11:10:19.179382",
"xem_jpy","指値","bid","3.57","2193.2","0",,"2025-02-02 11:10:19.183390",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 11:10:22.216221",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 11:10:25.439220",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 11:10:28.167487",
"xem_jpy","指値","bid","3.56","5000","0",,"2025-02-02 11:10:31.167846",
"xem_jpy","指値","bid","3.56","8318","0",,"2025-02-02 11:10:55.596909",
"xem_jpy","指値","bid","3.56","2070.2","0",,"2025-02-02 11:11:02.605613",
"xem_jpy","指値","bid","3.55","5000","0",,"2025-02-02 11:11:25.746289",
"xem_jpy","指値","bid","3.55","5000","0",,"2025-02-02 11:11:28.198672",
"xem_jpy","指値","bid","3.55","5000","0",,"2025-02-02 11:11:31.149642",
"xem_jpy","指値","bid","3.55","5000","0",,"2025-02-02 11:11:34.859296",
"xem_jpy","指値","bid","3.55","3521","0",,"2025-02-02 11:11:55.187206",
"xem_jpy","指値","bid","3.538","1479","0",,"2025-02-02 11:11:55.187206",
"xem_jpy","指値","bid","3.538","1547","0",,"2025-02-02 11:14:38.991539",
"xem_jpy","指値","bid","3.5628","17614","52.842",,"2025-02-02 11:15:51.279288",
"xem_jpy","指値","bid","3.5628","2000","0",,"2025-02-02 11:15:52.981966",
"xem_jpy","指値","bid","3.5628","8453.8","0",,"2025-02-02 11:15:55.792780",
"xem_jpy","指値","bid","3.538","3825","0",,"2025-02-02 11:17:50.569465",
"xem_jpy","指値","bid","3.538","20250","0",,"2025-02-02 11:18:55.972625",
"xem_jpy","指値","bid","3.538","1163.5","0",,"2025-02-02 11:19:29.121363",
"xem_jpy","指値","bid","3.5371","23330.5","0",,"2025-02-02 11:19:29.121363",
"xem_jpy","指値","bid","3.5371","4941","0",,"2025-02-02 11:19:31.359229",
"xem_jpy","指値","bid","3.5371","0.2","0",,"2025-02-02 11:19:36.661211",
"xem_jpy","指値","bid","3.5361","5344.8","0",,"2025-02-02 11:19:36.661211",
"xem_jpy","指値","bid","3.5361","10607","0",,"2025-02-02 11:19:39.659533",
"xem_jpy","指値","bid","3.5361","4909.9","0",,"2025-02-02 11:19:47.976715",
"xem_jpy","指値","bid","3.5361","10299.1","0",,"2025-02-02 11:19:47.976715",
"xem_jpy","指値","bid","3.5361","9530","0",,"2025-02-02 11:19:56.354721",
"xem_jpy","指値","bid","3.5361","3809","0",,"2025-02-02 11:20:04.649919",
"xem_jpy","指値","bid","3.5361","4641.6","0",,"2025-02-02 11:20:05.829252",
"xem_jpy","指値","ask","3.0999","32259.1","0",,"2025-02-09 14:31:46.944146",
"xem_jpy","指値","ask","3.111","64288","0",,"2025-02-09 14:31:46.944146",
"xem_jpy","指値","ask","3.25","14222","0",,"2025-02-09 18:03:56.545287",
"xem_jpy","指値","bid","3.059","11400","0",,"2025-02-09 22:20:37.114980",
"xem_jpy","指値","bid","3.059","49000","0",,"2025-02-09 22:20:48.854522",
"xem_jpy","指値","bid","3.059","1163","0",,"2025-02-09 22:55:07.084339",
"xem_jpy","指値","bid","3.059","2248","0",,"2025-02-09 22:59:34.542724",
"xem_jpy","指値","bid","3.081","49017.5","0",,"2025-02-10 06:20:50.016419",
